id,url,title,company_name,company_url,time_update,time_expire,salary,exp,job_level,group_job,job_type,benefit,job_des,job_req,city,address,web
careerlink52,https://www.careerlink.vn//tim-viec-lam/urgent-bep-pho/2990313?source=site,Urgent - Bếp Phó,ADAMO HOTEL YÊN MỸ,https://www.careerlink.vn//viec-lam-cua/adamo-hotel-yen-my/377180,2024-11-06 12:14:38.883,2024-12-07 12:14:38.883,0.00,2,Trưởng nhóm / Giám sát,Nhà hàng / Dịch vụ ăn uống,"Nhà hàng / Dịch vụ ăn uống, Khách sạn",,"- Th?c hi?n công vi?c b?p phó, - Ch? bi?n món an, - Chi ti?t công vi?c trao d?i c? th? khi ph?ng v?n.","- Uu tiên ?ng viên có kinh nghi?m ? v? trí tuong duong., - Chi ti?t yêu c?u du?c trao d?i khi d?n ph?ng v?n tr?c ti?p.",Hưng Yên,"Huy?n Yên M?,",CareerLink
careerlink53,https://www.careerlink.vn//tim-viec-lam/nhan-vien-phat-trien-kinh-doanh-nganh-hang-dien-thoai-laptop-phu-kien-smart-home/2990392?source=site,NHÂN VIÊN PHÁT TRIỂN KINH DOANH NGÀNH HÀNG (ĐIỆN THOẠI/ LAPTOP/ PHỤ KIỆN/ SMART-HOME),Công Ty TNHH Công Nghệ Di Động Việt,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-cong-nghe-di-dong-viet/234355,2024-11-06 12:14:41.967,2024-12-07 12:14:41.967,540.00,1,Nhân viên,Dịch vụ khách hàng,"Dịch vụ khách hàng, Bán hàng / Kinh doanh, Bán lẻ / Bán sỉ","Luong thu?ng tháng 13, thu?ng hi?u qu? công vi?c.. Quy trình thang ti?n rõ ràng.. Ðu?c hu?ng d?y d? các ch? d? chính sách v? (BHXH, hi?u, h?, phép nam … ) theo Lu?t lao d?ng hi?n hành.. Ðu?c mua các s?n ph?m c?a Công ty v?i giá uu dãi dành cho nhân viên n?i b?.","- Ki?m soát v? m?t hình ?nh, cách trung bày s?n ph?m t?i các c?a hàng theo dúng chu?n quy d?nh c?a Công ty., - Ðo lu?ng, th?ng kê và xây d?ng m?c tiêu doanh s? kinh doanh., - L?p k? ho?ch, tri?n khai và ki?m soát các chuong trình bán hàng, khuy?n mãi nh?m thúc d?y doanh s? theo ch? tiêu d?t ra., - Qu?n lý t?n kho., - Tìm ki?m s?n ph?m m?i, d? xu?t ý tu?ng, chuong trình d? thúc d?y doanh s? nhóm ngành hàng ph? trách, xây d?ng các chuong trình bán hàng, chuong trình khuy?n mãi, bám sát và tri?n khai nhóm hàng., - Ðào t?o v? ki?n th?c tu v?n s?n ph?m cho nhân viên t?i các c?a hàng, tri?n khai k?ch b?n bán hàng, h? tr? nghi?p v? cho kh?i c?a hàng theo khung gi? ho?t d?ng., - Làm vi?c v?i d?i tác th?a thu?n v? các chuong trình m?i, chuong trình s?p ra m?t., - Th?c hi?n báo cáo d?nh k? và các báo cáo d?t xu?t theo yêu c?u., - Luong v? trí: Can b?n + Thu?ng theo chính sách c?a Ngành hàng., - Th?i gian làm vi?c: T2 d?n T7, ngh? c? d?nh 02 ngày T7 trong tháng và các ngày ch? nh?t., - Luong tháng 13 và thu?ng theo hi?u qu? công vi?c., - Ðu?c làm vi?c trong môi tru?ng thân thi?n, nang d?ng, tr? trung và chuyên nghi?p, có co h?i h?c h?i, phát tri?n b?n thân., - Là môi tru?ng thu?n l?i d? h?c t?p trao d?i các k? nang m?m (giao ti?p, dàm phán, gi?i quy?t v?n d? trong môi tru?ng th?c t?, làm vi?c nhóm,…)., - Ðu?c hu?ng d?y d? các ch? d? chính sách v? (BHXH, hi?u, h?, phép nam ... ) theo Lu?t lao d?ng hi?n hành., - Chính sách mua hàng n?i b?","- Uu tiên có kinh nghi?m ít nh?t 1 nam trong linh l?c bán l? v? linh v?c di?n tho?i, ph? ki?n di?n tho?i, d? di?n máy., - Nh?n tuy?n và dào t?o sinh viên m?i ra tru?ng yêu thích và d?nh hu?ng lâu dài trong linh v?c công ngh?., - Ngo?i hình ua nhìn, phù h?p v? trí tuy?n d?ng, - K? nang van phòng (word, excel, powerpoint…), - K? nang giao ti?p, dàm phán thuy?t ph?c., - Chuyên ngành: Marketing, Kinh doanh, Qu?n lý chu?i cung ?ng.",Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink54,https://www.careerlink.vn//tim-viec-lam/ha-noi-nhan-vien-ban-hang-kiem-thu-ngan-flying-tiger-lotte-mall-tay-ho/2965253?source=site,Hà Nội - Nhân Viên Bán Hàng Kiêm Thu Ngân - Flying Tiger Lotte Mall Tây Hồ,CÔNG TY CỔ PHẦN MAISON RETAIL MANAGEMENT INTERNATIONAL,https://www.careerlink.vn//viec-lam-cua/cong-ty-co-phan-maison-retail-management-international/14458,2024-11-06 12:14:44.470,2024-11-14 12:14:44.470,320.00,0,Nhân viên,Bán hàng / Kinh doanh,"Bán hàng / Kinh doanh, Bán lẻ / Bán sỉ, Thời trang","Ðu?c hu?ng ch? d? BHYT, BHXH, BHTN theo quy d?nh. 12-15 ngày ngh? phép có luong. Công ty có h? tr? chi phí gi? xe dành cho t?t c? nhân viên","- Tuân Th? vi?c ch?p hành N?i quy lao d?ng, các quy d?nh, quy ch? bán hàng, ph?c v? khách hàng c?a Công ty., - Bán hàng d?t ch? tiêu doanh s?, d?ng th?i có nh?ng d? xu?t, sang ki?n nh?m d?m b?o d?t ho?c vu?t ch? tiêu doanh s? do Công ty d?t ra., -Th?c hi?n các nghi?p v? thanh toán cho khách, gi?i thi?u các chuong trình th? thành viên, nh?p thông tin khách hàng,..., - Cung c?p d?ch v? t?t nh?t cho khách hàng d? khuy?n khích khách hàng mua s?m cho l?n ti?p theo. L?ch s?, ni?m n? l?ng nghe nhu c?u c?a khách hàng., - N?m b?t du?c nhu c?u và th? hi?u c?a khách hàng., - Ð?m b?o d?ch v? cham sóc khách hàng t?t nh?t vào m?i lúc., - Các công vi?c khác theo s? s?p x?p c?a Qu?n lý","- Làm vi?c ca xoay, ngh? 1 ngày trong tu?n, - Có th? tang ca dêm theo yêu c?u nhãn hàng (tang ca sau 22h), - Uu tiên ?ng viên có kinh nghi?m trong ngành th?i trang, m? ph?m., - Có trách nhi?m trong công vi?c., - Uu tiên nh?ng b?n có th? nh?n vi?c ngay., - Luong h?p d?n + Thu?ng (theo doanh s?)., - Luong tháng 13., - Ðu?c h? tr? ti?n com: 600.000 d?ng/tháng., - Ðu?c h? tr? ti?n g?i xe., - Ðu?c công ty mua b?o hi?m tai n?n 24/24 sau 6 tháng làm vi?c., - Ð?y d? ch? d? theo Lu?t lao d?ng (BHXH, BHYT, BTTN, .....)., - Ðu?c dào t?o v? nghi?p v?, k? nang c?n thi?t d? tr? thành nhân viên chuyên nghi?p., - Có nhi?u co h?i thang ti?n.",Hà Nội,"Qu?n Tây H?,",CareerLink
careerlink55,https://www.careerlink.vn//tim-viec-lam/tro-ly-cua-hang-khu-vuc-ha-noi-hcm-quan-10-go-vap-tan-phu-quan-6-binh-thanh/2990393?source=site,"Trợ Lý Cửa Hàng (Khu vực Hà Nội, HCM (Quận 10, Gò Vấp, Tân Phú, Quận 6, Bình Thạnh)",Công Ty TNHH Công Nghệ Di Động Việt,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-cong-nghe-di-dong-viet/234355,2024-11-06 12:14:46.403,2024-12-07 12:14:46.403,460.00,2,Nhân viên,Thư ký / Hành chánh,"Thư ký / Hành chánh, Dịch vụ khách hàng","Nam / N? t? 20 – 30 tu?i. Ngo?i hình ua nhìn, gi?ng nói rõ ràng, d? nghe. Yêu thích công ngh?, tính cách quy?t doán. Nang d?ng, sáng t?o, ch?u du?c áp l?c trong công vi?c. Có ít nh?t 2 nam kinh nghi?m qu?n lý/tr? lý c?a hàng trong linh v?c bán l?/công ngh?. K? nang giao ti?p thuy?t ph?c, và x? lý tình hu?ng linh ho?t, d?t khoát. Có k? nang l?p k? ho?ch kinh doanh, báo cáo k?t qu? kinh doanh hàng tháng. S? d?ng t?t Excel, powerpoint.. Quy trình thang ti?n rõ ràng.. Ðu?c hu?ng d?y d? các ch? d? chính sách v? (BHXH, hi?u, h?, phép nam … ) theo Lu?t lao d?ng hi?n hành.. Ðu?c mua các s?n ph?m c?a Công ty v?i giá uu dãi dành cho nhân viên n?i b?.. ","- B?n có trách nhi?m giám sát toàn b? c?a hàng., - Qu?n lý, ki?m kê, s?p x?p s?n ph?m trong c?a hàng. Tránh th?t thoát, m?t mát, hu h?ng., - Lên k? ho?ch, d?ng viên nhân viên bán hàng nh?m thúc d?y doanh thu d?t doanh s? và l?i nhu?n công ty d? ra., - Nâng cao ch?t lu?ng d?ch v? tu v?n, cham sóc khách hàng., - Gi?i quy?t các th?c m?c và khi?u n?i c?a khách hàng., - Ph?i h?p b? ph?n Nhân s? hu?n luy?n cho nhân viên m?i., - S?p x?p b? trí l?ch làm vi?c các nhân viên t?i c?a hàng., - Th?i gian làm vi?c: Ca 1: 8h00 – 15h30, Ca 2: 15h00 – 21h30, T2 d?n CN, ngh? 01 ngày / tu?n.","- Nam / N? t? 20 – 30 tu?i., - Ngo?i hình ua nhìn, gi?ng nói rõ ràng, d? nghe., - Yêu thích công ngh?, tính cách quy?t doán., - Nang d?ng, sáng t?o, ch?u du?c áp l?c trong công vi?c., - Có ít nh?t 2 nam kinh nghi?m qu?n lý/tr? lý c?a hàng trong linh v?c bán l?/công ngh?., - K? nang giao ti?p thuy?t ph?c, và x? lý tình hu?ng linh ho?t, d?t khoát., - Có k? nang l?p k? ho?ch kinh doanh, báo cáo k?t qu? kinh doanh hàng tháng.",Hồ Chí Minh,"Qu?n 6, Qu?n 10, Qu?n Gò V?p, Qu?n Bình Th?nh, Qu?n Tân Phú,",CareerLink
careerlink56,https://www.careerlink.vn//tim-viec-lam/urgent-giam-sat-nha-hang/2990371?source=site,Urgent - Giám Sát Nhà Hàng,ADAMO HOTEL YÊN MỸ,https://www.careerlink.vn//viec-lam-cua/adamo-hotel-yen-my/377180,2024-11-06 12:14:49.057,2024-12-07 12:14:49.057,0.00,1,Trưởng nhóm / Giám sát,Dịch vụ khách hàng,"Dịch vụ khách hàng, Nhà hàng / Dịch vụ ăn uống, Khách sạn",,"- Th?c hi?n các công vi?c d?u ca, cu?i ca, giao ca, - Qu?n lý, phân công nhi?m v? cho nhân viên khu v?c mình ph? trách, - Chi ti?t công vi?c trao d?i c? th? khi ph?ng v?n.","- Uu tiên ?ng viên có kinh nghi?m ? v? trí tuong duong., - Chi ti?t yêu c?u du?c trao d?i khi d?n ph?ng v?n tr?c ti?p.",Hưng Yên,"Huy?n Yên M?,",CareerLink
careerlink57,https://www.careerlink.vn//tim-viec-lam/bac-si-da-lieu-tham-my/2990146?source=site,BÁC SĨ DA LIỄU / THẨM MỸ,LITTLE GARDEN BEAUTY & SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:14:54.203,2024-12-07 12:14:54.203,3000.00,1,Nhân viên,Chăm sóc sức khỏe / Y tế,Chăm sóc sức khỏe / Y tế,"Thu nh?p t? 30-100 tri?u (Bao g?m Luong c?ng + Ph? c?p + % D?ch v?). Co h?i phát tri?n: các Bác Si xu?t s?c du?c phòng khám tr?ng d?ng tham gia m?t s? công vi?c quan tr?ng khác nhu: ho?t d?ng truy?n thông, c?i ti?n quy trình cham sóc da và di?u tr?, tham gia vào công tác gi?ng d?y, c? v?n chuyên môn.... Co h?i xây d?ng thuong hi?u cho b?n thân","- Khám, chu?n doán, dua phác d? di?u tr? v? làn da, - H? tr? tu v?n và th?c hi?n di?u tr? chuyên sâu, cham sóc v? d?ch v? da li?u, th?m m? cho khách hàng., - Theo dõi k?t qu? di?u tr? và ph?n h?i c?a khách hàng, - Thu nh?p t? 30-100 tri?u (Bao g?m Luong c?ng + Ph? c?p + % D?ch v?), - Co h?i xây d?ng thuong hi?u cho b?n thân, - Ðóng BHXH d?y d?, thu?ng l? t?t, sinh nh?t., - Thu?ng xuyên du?c phòng khám t?ng vé tham d? các h?i th?o chuyên ngành., - Co h?i phát tri?n: các Bác Si xu?t s?c du?c phòng khám tr?ng d?ng tham gia m?t s? công vi?c quan tr?ng khác nhu: ho?t d?ng truy?n thông, c?i ti?n quy trình cham sóc da và di?u tr?, tham gia vào công tác gi?ng d?y, c? v?n chuyên môn…","- Bác si chuyên khoa n?i khoa/da li?u, - Nghiêm túc làm vi?c, th?ng th?n góp ý và d? xu?t gi?i pháp c?i ti?n v?i phòng khám., - Có ch?ng ch? hành ngh?, uu tiên bác si có ch?ng ch? hành ngh? Da Li?u t? 18 tháng và có xác nh?n thâm niên 54 tháng (không ng?t quãng quá 2 nam), - Uu tiên các bác si có nhi?u nam kinh nghi?m trong ngh?., - S? d?ng thành th?o máy móc, trang thi?t b? hi?n d?i ph?c v? công vi?c., - Có tâm và trách nhi?m v?i công vi?c, d?t l?i ích và s?c kh?e c?a khách hàng lên hàng d?u.",Hồ Chí Minh,"Qu?n Tân Bình, Qu?n Bình Tân,",CareerLink
careerlink58,https://www.careerlink.vn//tim-viec-lam/cham-soc-khach-hang/2990147?source=site,CHĂM SÓC KHÁCH HÀNG,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:14:56.727,2024-12-07 12:14:56.727,500.00,1,Nhân viên,Tư vấn,"Tư vấn, Dịch vụ khách hàng","- Thu nh?p lên t?i 10-12tri?u/tháng. - Ðu?c hu?ng ch? d? BHYT, BHXH, BHTN theo quy d?nh. - 12 ngày ngh? phép có luong","- Ti?p nh?n và x? lý v?n d? c?a khách hàng qua hotline, zalo OA, - Xác nh?n l?ch h?n cho khách hàng qua App, - G?i kh?o sát, check thông tin khách hàng m?i dang kí gói d?ch v?, - G?i kh?o sát dánh giá sao, h? tr? gi?i quy?t nh?ng v?n d? khách hàng không hài lòng, - Check camera chi nhánh, - Ch?y s? theo KPI c?a team h?ng tháng, - Nh?ng công vi?c khác theo yêu c?u c?a Qu?n lý/ Leader","- T?t nghi?p Cao d?ng tr? lên, - Ðã t?ng có kinh nghi?m v? công vi?c liên quan d?n CSKH ho?c Telesales là 1 l?i th?, - Giao ti?p nhanh nh?n, linh ho?t, có kh? nang x? lý v?n d?",Hồ Chí Minh,"Qu?n 3,",CareerLink
careerlink59,https://www.careerlink.vn//tim-viec-lam/nhan-vien-ban-hang-thoi-trang-nhan-hang-mothercare-quan-1/2990136?source=site,Nhân Viên Bán Hàng Thời Trang Nhãn Hàng Mothercare Quận 1,Công Ty TNHH Thời Trang & Mỹ Phẩm Âu Châu (Au Chau Fashion & Cosmetic Company - ACFC),https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-thoi-trang-my-pham-au-chau-au-chau-fashion-cosmetic-company-acfc/120123,2024-11-06 12:14:59.487,2024-12-07 12:14:59.487,320.00,0,Nhân viên,Tư vấn,"Tư vấn, Bán hàng / Kinh doanh, Thời trang","•	Thu nh?p t? h?p d?n = Luong c?ng + Ph? c?p 350.000 + Thu?ng doanh s? c?a hàng + Tang ca. •	Co h?i thang ti?n ? các v? trí v?n hành.. •	Làm vi?c trong môi tru?ng tr? và nang d?ng, d?ng nghi?p thân thi?n. •	Thu?ng tháng 13 + Thu?ng doanh s? theo chính sách c?a công c?a công ty.. •	Thu?ng các ngày l?, T?t. 12 ngày phép nam, teambuilding…. •	Ðu?c tham gia các lo?i B?o hi?m theo Lu?t lao d?ng: BHYT, BHXH, BHTN, BH 24/24…","- Th?c hi?n các bu?c trong quy trình bán hàng: Tìm hi?u nhu c?u, tu v?n và gi?i thi?u s?n ph?m cho khách hàng., - Thu?ng xuyên ki?m tra, s?p x?p hàng hoá, hu?ng d?n khách hàng xem s?n ph?m. Luôn duy trì và truy?n t?i hình ?nh d?p c?a s?n ph?m, c?a công ty t?i khách hàng., - V? sinh c?a hàng và khu v?c làm vi?c hàng ngày., - Th?c hi?n các công vi?c h? tr? khác theo yêu c?u c?a qu?n lý c?a hàng, - Ca 1: 08:30 - 16:30, - Ca 2: 14:00 - 22:00.","- T?t nghi?p t?i thi?u THPT tr? lên., - Nam/ n?, tu?i t? 18 tr? lên, không yêu c?u kinh nghi?m, s? du?c dào t?o chuyên nghi?p v? ki?n th?c s?n ph?m, k? nang bán hàng…, - Có ni?m dam mê th?i trang, yêu thích công vi?c bán hàng., - Vui v?, nang d?ng, nhi?t tình, c?i m?., - Ðáp ?ng du?c th?i gian làm vi?c: Ca xoay 8 ti?ng/ngày, du?c off 1 ngày/ 1 tu?n",Hồ Chí Minh,"Qu?n 1,",CareerLink
careerlink6,https://www.careerlink.vn//tim-viec-lam/cao-oc-luong-dinh-cua-quan-2-nhan-vien-phu-kho/2990247?source=site,[CAO ỐC LƯƠNG ĐỊNH CỦA - QUẬN 2] NHÂN VIÊN PHỤ KHO,Công Ty TNHH Cao Phong - (Siêu Thị Điện Máy - Nội Thất Chợ Lớn),https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-cao-phong-sieu-thi-dien-may-noi-that-cho-lon/71355,2024-11-06 12:11:17.057,2024-12-07 12:11:17.057,0.00,1,Nhân viên,Lao động phổ thông,"Lao động phổ thông, Vận chuyển / Giao thông / Kho bãi","Luong thu?ng tháng 13. ch? d? BHXH, công doàn d?y d?. Th? vi?c nh?n full luong","- Ki?m tra hàng hóa nh?p xu?t kho hàng, d?m b?o hàng hóa trong tình tr?ng nguyên v?n, không tr?y xu?c, hu h?ng, dúng s? lu?ng, ph? ki?n, s?n ph?m di kèm theo phi?u xu?t, nh?p kho., - B?c d?, s?p x?p hàng hóa trong kho dúng v? trí, ti?n d? yêu c?u., - L?y hàng, xu?t, nh?p hàng dúng theo phi?u xu?t, nh?p kho, - Ðu?c làm vi?c trong môi tru?ng chuyên nghi?p, nang d?ng, có co h?i thang ti?n và ch? d? uu dãi cao, - Có co h?i làm vi?c và h?c h?i v?i nhi?u ngu?i giàu kinh nghi?m trong linh v?c Thuong m?i, Kim khí di?n máy, - Ð?y d? ch? d? b?o hi?m theo quy d?nh nhà nu?c","- Gi?i tính: nam/n?, tu?i t? 18-25, - T?t nghi?p THPT, - S?c kh?e t?t, nhanh nh?n, - Trung th?c, c?n th?n",Hồ Chí Minh,"Qu?n 2,",CareerLink
careerlink60,https://www.careerlink.vn//tim-viec-lam/tu-van-vien-spa-tmv/2990148?source=site,Tư Vấn Viên Spa/TMV,HỆ THỐNG THẨM MỸ VIỆN LG CLINIC - LITTLE GARDEN SPA,https://www.careerlink.vn//viec-lam-cua/he-thong-tham-my-vien-lg-clinic-little-garden-spa/230408,2024-11-06 12:15:01.470,2024-12-07 12:15:01.470,0.00,0,Nhân viên,Tư vấn,"Tư vấn, Chăm sóc sức khỏe / Y tế","Luong: Luong c?ng 6tr – 8tr + hoa h?ng (T?ng thu nh?p trên 15tr/tháng). Th? vi?c 1 tháng nh?n 85% luong co b?n. Luong tháng 13, thu?ng các ngày l? t?t, các ch? d? B?o hi?m d?y d?, du l?ch 1 l?n/nam.. Ðu?c dào t?o, b?i du?ng các ch?c nang nghi?p v?","- Ti?p dón và khai thác thông tin khách hàng, - Gi?i thi?u, tu v?n, gi?i dáp th?c m?c cho khách hàng v? các li?u trình di?u tr? da, phun xam, - Hu?ng d?n khách hàng dang ký d?ch v?, - Hoàn t?t th? t?c h? so cho khách hàng, - Cham sóc tái khám khách hàng sau di?u tr?, - Gi?i quy?t th?c m?c khách hàng sau khi di?u tr?, - Tìm ki?m và duy trì m?i quan h? v?i khách hàng, - H? tr? và cham sóc khách hàng khi có nhu c?u, - Thuy?t ph?c khách hàng s? d?ng s?n ph?m, d?ch v? c?a công ty.","- Có t?i thi?u 4-6 tháng kinh nghi?m trong linh v?c Telesale, tu v?n, bán hàng, cham sóc khách hàng, d?ch v?, - Uu tiên các ?ng viên dã t?ng có kinh nghi?m làm vi?c trong các spa cao c?p., - K? nang giao ti?p, x? lý các tình hu?ng, n?m b?t tâm lý khách hàng t?t; K? nang bán hàng, tu v?n khách hàng t?t, - Nhi?t tình, thân thi?n, hòa d?ng, nhanh nh?n và có trách nhi?m v?i công vi?c., - Ngo?i hình ua nhìn, gi?ng nói chu?n, Th?i gian làm vi?c: Ngh? 1 ngày trong tu?n (tr? T7, CN), - Ngày thu?ng:, Ca 1: 08h30 – 19h00, Ca 2: 12h00 – 20h00, - Th? 7, Ch? nh?t: 08h45 – 20h30, Ho?c linh ho?t th?i gian theo tình hình khách hàng",NULL,Not Show,CareerLink
careerlink61,https://www.careerlink.vn//tim-viec-lam/nhan-vien-ban-hang-thoi-trang-nhan-hang-parfois-ho-chi-minh/2990149?source=site,Nhân Viên Bán Hàng Thời Trang Nhãn Hàng Parfois Hồ Chí Minh,Công Ty TNHH Thời Trang & Mỹ Phẩm Âu Châu (Au Chau Fashion & Cosmetic Company - ACFC),https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-thoi-trang-my-pham-au-chau-au-chau-fashion-cosmetic-company-acfc/120123,2024-11-06 12:15:04.460,2024-12-07 12:15:04.460,320.00,0,Nhân viên,Tư vấn,"Tư vấn, Bán hàng / Kinh doanh, Thời trang","•	Thu nh?p t? h?p d?n = Luong c?ng + Ph? c?p 350.000 + Thu?ng doanh s? c?a hàng + Tang ca. •	Co h?i thang ti?n ? các v? trí v?n hành.. •	Làm vi?c trong môi tru?ng tr? và nang d?ng, d?ng nghi?p thân thi?n. •	Thu?ng tháng 13 + Thu?ng doanh s? theo chính sách c?a công c?a công ty.. •	Thu?ng các ngày l?, T?t. 12 ngày phép nam, teambuilding…. •	Ðu?c tham gia các lo?i B?o hi?m theo Lu?t lao d?ng: BHYT, BHXH, BHTN, BH 24/24…","- Th?c hi?n các bu?c trong quy trình bán hàng: Tìm hi?u nhu c?u, tu v?n và gi?i thi?u s?n ph?m cho khách hàng., - Thu?ng xuyên ki?m tra, s?p x?p hàng hoá, hu?ng d?n khách hàng xem s?n ph?m. Luôn duy trì và truy?n t?i hình ?nh d?p c?a s?n ph?m, c?a công ty t?i khách hàng., - V? sinh c?a hàng và khu v?c làm vi?c hàng ngày., - Th?c hi?n các công vi?c h? tr? khác theo yêu c?u c?a qu?n lý c?a hàng, - Ca 1: 08:30 - 16:30, - Ca 2: 14:00 - 22:00.","- T?t nghi?p t?i thi?u THPT tr? lên., - Nam/ n?, tu?i t? 18 tr? lên, không yêu c?u kinh nghi?m, s? du?c dào t?o chuyên nghi?p v? ki?n th?c s?n ph?m, k? nang bán hàng…, - Có ni?m dam mê th?i trang, yêu thích công vi?c bán hàng., - Vui v?, nang d?ng, nhi?t tình, c?i m?., - Ðáp ?ng du?c th?i gian làm vi?c: Ca xoay 8 ti?ng/ngày, du?c off 1 ngày/ 1 tu?n",Hồ Chí Minh,"Qu?n 1, Qu?n 2, Qu?n 7, Qu?n 10,",CareerLink
careerlink62,https://www.careerlink.vn//tim-viec-lam/ky-su-dien-tu-tieng-trung-giao-tiep/2989801?source=site,Kỹ Sư Điện Tử (Tiếng Trung Giao Tiếp),CÔNG TY TNHH BOI VIỆT NAM,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-boi-viet-nam/382839,2024-11-06 12:15:07.077,2024-12-07 12:15:07.077,860.00,1,Kỹ thuật viên / Kỹ sư,Kỹ thuật ứng dụng / Cơ khí,"Kỹ thuật ứng dụng / Cơ khí, Biên phiên dịch / Thông dịch viên, Điện / Điện tử","Hu?ng 100% luong trong th?i gian th? vi?c, có co h?i xem xét tang luong sau 6 tháng làm vi?c. Ðu?c làm vi?c trong môi tru?ng chuyên nghi?p, có nhi?u co h?i h?c t?p và phát tri?n","- Hoàn thi?n vi?c ban hành tài li?u k? thu?t, - H? tr? s?p hoàn thi?n thi?t k? s?n ph?m, - X? lý s?n ph?m","- Trình d? Cao d?ng và d?i h?c, - Kinh nghi?m làm vi?c: 1-2 nam, - V?n hành máy tính: ph?n m?m van phòng, - Ph?m vi quen thu?c: m?ch analog và k? thu?t s?, có ki?n ??th?c co b?n v?ng ch?c v? di?n t?, - S? d?ng hàn và d?ng c?, d?ng h? v?n nang, máy hi?n sóng, máy phát tín hi?u, - Nghe, nói, d?c ti?ng Trung",Bắc Giang,"Huy?n Vi?t Yên,",CareerLink
careerlink63,https://www.careerlink.vn//tim-viec-lam/nhan-vien-phu-bep/2990152?source=site,NHÂN VIÊN PHỤ BẾP,Công Ty TNHH Cơ Hội Và Thách Thức,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-co-hoi-va-thach-thuc/180817,2024-11-06 12:15:09.847,2024-12-07 12:15:09.847,320.00,0,Nhân viên,Nhà hàng / Dịch vụ ăn uống,"Nhà hàng / Dịch vụ ăn uống, Hóa chất / Sinh hóa / Thực phẩm",Ðu?c tham gia b?o hi?m d?y d?,"- Chu?n b? d?y d? nguyên li?u, d?ng c? và gia v? cho vi?c ch? bi?n món an., - So ch? các nguyên li?u tuoi s?ng, rau c? qu?., - H? tr? b?p chính trong vi?c ch? bi?n món an., - Gi? v? sinh và b?o qu?n máy móc, d?ng c? t?i khu v?c b?p., - Th?c hi?n các công vi?c khác theo s? phân công c?a b?p chính.","- S?c kh?e t?t, nhanh nh?n, s?ch s?, - Siêng nang, c?n th?n, nhi?t tình., - Không yêu c?u b?ng c?p, - Yêu c?u: Nam",Hồ Chí Minh,"Qu?n Tân Bình,",CareerLink
careerlink64,https://www.careerlink.vn//tim-viec-lam/ky-su-co-khi-tieng-trung-giao-tiep/2989804?source=site,Kỹ Sư Cơ Khí (Tiếng Trung Giao Tiếp),CÔNG TY TNHH BOI VIỆT NAM,https://www.careerlink.vn//viec-lam-cua/cong-ty-tnhh-boi-viet-nam/382839,2024-11-06 12:15:11.407,2024-12-07 12:15:11.407,860.00,2,Kỹ thuật viên / Kỹ sư,Kỹ thuật ứng dụng / Cơ khí,"Kỹ thuật ứng dụng / Cơ khí, Biên phiên dịch / Thông dịch viên, Sản xuất / Vận hành sản xuất","Hu?ng 100% luong trong th?i gian th? vi?c, có co h?i xem xét tang luong sau 6 tháng làm vi?c.. Ðu?c làm vi?c trong môi tru?ng chuyên nghi?p, có nhi?u co h?i h?c t?p và phát tri?n","- Hoàn thi?n vi?c ban hành tài li?u k? thu?t, - H? tr? s?p hoàn thi?n thi?t k? s?n ph?m, - X? lý s?n ph?m","- Trình d? h?c v?n: Cao d?ng, d?i h?c, chuyên ngành ch? t?o máy, - V?n hành máy tính: ph?n m?m van phòng, - Kinh nghi?m làm vi?c: 3 nam, - Nghe, nói, d?c ti?ng Trung",Bắc Giang,"Huy?n Vi?t Yên,",CareerLink
