id,address,url,title,company_name,company_url,time_update,time_expire,salary,exp,job_level,group_job,job_type,benefit,job_des,job_req,city,web,EcoRegion,Region
tcv55,"- Hà Nội: Căn 38 đường Long Cảnh Tây 1, KĐT Vinhome Thăng Long – An Khánh, Hoài Đức",https://www.topcv.vn/viec-lam/ke-toan-tong-hop-thu-nhap-tu-12-den-15-trieu-tai-ha-noi/1524169.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,Kế Toán Tổng Hợp,Công ty CP EUSTEEL,https://www.topcv.vn/cong-ty/cong-ty-cp-eusteel/70700.html,2024-11-08 0:00,2024-11-08 0:00,540,3,Nhân viên,Kế toán/Kiểm toán/Thuế,"Kế toán/Kiểm toán/Thuế, Kế toán, Kế toán tổng hợp","- Mức lương thỏa thuận tùy theo năng lực và kinh nghiệm. - Chế độ tăng lương và thưởng theo năng lực và quy định của Công ty.. - Thưởng các ngày lễ, tết, sinh nhật,thưởng tháng 13.... - Làm việc trong môi trường năng động, chuyên nghiệp.. - Cung cấp trang thiết bị đầy đủ để phục vụ công việc.. - Được đóng BHXH, BHYT, BHTN.. - Được hưởng các chính sách phúc lợi theo quy định của công ty.","Công ty Cổ phần Đầu tư Phát triển Euline, MST: 5400543289, Ngành nghề: xây dựng, cho thuê mặt bằng thuộc dự án của Công ty CP EUSTEEL, - Thực hiện toàn bộ các nghiệp vụ phát sinh thường ngày: thu, chi, giao dịch ngân hàng, cập nhật nhật ký theo dõi máy thi công...., - Theo dõi công nợ nhà cung cấp, - Theo dõi các chi phí đầu tư xây dựng, vốn góp của các cổ đông, - Theo dõi hồ sơ lao động, tính lương, các thủ tục BHXH, - Hạch toán toàn bộ các nghiệp vụ phát sinh nên phần mềm nội bộ, thuế, - Lập tờ khai thuế: GTGT, TNDN, TNCN... và các loại thuế khác, - Các công việc phát sinh","- Giới tính :Nữ, - Kinh nghiệm: 03 năm trở lên, - Biết sử dụng phần mềm kế toán, word, excel các hàm kế toán thông dụng., - Đi làm ngay sau khi trúng tuyển.",Ha Noi,TopCV,,
tcv56,"- Hồ Chí Minh: 20 Cộng Hòa, phường 12, Quận Tân Bình, thành phố Hồ Chí Minh, Tân Bình",https://www.topcv.vn/viec-lam/tong-dai-vien-thu-hoi-no-nhac-phi-qua-dien-thoai-thu-viec-100-luong-cung-thu-nhap-tu-15-30-trieu-di-lam-ngay/1525157.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,Tổng Đài Viên,GALAXY DEBT TRADING COMPANY LIMITED,https://www.topcv.vn/cong-ty/galaxy-debt-trading-company-limited/177839.html,2024-11-08 0:00,2024-11-08 0:00,900,1,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Tài chính/Ngân hàng/Bảo hiểm, Tài chính/Ngân hàng/Bảo hiểm, Sales Tài chính/Ngân hàng/Bảo hiểm, Ngân hàng, Tư vấn tín dụng",,,,Ho Chi Minh,TopCV,,
tcv57,"- Hồ Chí Minh: 268 Tô Hiến Thành, P.15( Liên hệ phỏng vấn quầy dịch vụ khách hàng), Quận 10",https://www.topcv.vn/viec-lam/nhan-vien-bep-sushi-sieu-thi-go-mien-dong/1527621.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,Nhân Viên Bếp,"Công ty TNHH Dịch vụ EB (Khối Bán lẻ Thực Phẩm (GO!/Big C, Tops Market, go!)",https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-eb-khoi-ban-le-thuc-pham-go-big-c-tops-market-go/124556.html,2024-11-08 0:00,2024-11-08 0:00,270,0,Nhân viên,Nhà hàng/Khách sạn/Du lịch,"Nhà hàng/Khách sạn/Du lịch, Nhà hàng/Dịch vụ ăn uống, Đầu bếp","- Được đi du lịch hàng năm. - Voucher chúc mừng sinh nhật. - Được hưởng chế độ BHYT, BHXH, BHTN theo quy định. - Khám sức khỏe định kỳ hàng năm. - Được làm trong môi trường làm việc chuyên nghiệp và mát mẻ. - 15 ngày nghỉ phép có lương. - Có cơ hội được đào tạo , thi tay nghề và được thăng tiến ở vị trí cao hơn. - Môi trường làm việc hòa đồng, thân thiện","- Chuẩn bị nguyên liệu : nấu cơm, trộn cơm, nguyên liệu salad/cá/trứng..., dụng cụ đóng gói/ tạo hình..., - Sơ chế, làm sạch nguyên liệu, - Thực hiện chế biến sản phẩm, - Kiểm soát chất lượng thành phẩm theo công thức và yêu cầu., - Hỗ trợ bán hàng, - Kiểm kê định kỳ/xử lý hàng tồn theo hướng dẫn của trưởng quầy","- Chứng chỉ nghề nấu ăn (bếp lạnh), - Tốt nghiệp từ trung cấp trở lên, - Ưu tiên kinh nghiệm nấu ăn, - Chưa có kinh nghiệm sẽ được đào tạo, ( CÓ THỂ ĐI ĐÀO TẠO TẠI MỘT TRONG SỐ CÁC SIÊU THỊ KHÁC THUỘC HỆ THỐNG GO TRONG KHOẢNG 2-3 TUẦN HOẶC TÙY THEO ĐIỀU ĐỘNG CỦA CÔNG TY)",Ho Chi Minh,TopCV,,
tcv58,,https://www.topcv.vn/brand/vikido/tuyen-dung/nhan-vien-tu-van-kiem-cskh-tai-thu-duc-data-laptop-co-san-j1525557.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,800,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv59,,https://www.topcv.vn/brand/minupte/tuyen-dung/product-manager-phat-trien-app-mobile-2-nam-kinh-nghiem-lam-vi-tri-product-manager-hoac-product-owner-ba-leader-j1522250.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,1000,2,Trưởng nhóm,Not Show,Not Show,,,,,TopCV,,
tcv60,,https://www.topcv.vn/brand/dc-topcv-xuat-khau-lao-dong-nhat-ban/tuyen-dung/cong-nhan-xay-dung-lam-viec-tai-nhat-ban-luong-34-42-tr-thang-chi-phi-thap-hoc-nhanh-bay-som-j1483299.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,1520,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv61,,https://www.topcv.vn/brand/dc-topcv-xuat-khau-lao-dong-nhat-ban/tuyen-dung/tho-gia-cong-co-khi-lam-viec-tai-nhat-ban-luong-34-42-tr-thang-chi-phi-thap-hoc-nhanh-bay-som-j1483280.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,1520,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv62,,https://www.topcv.vn/brand/dc-topcv-xuat-khau-lao-dong-nhat-ban/tuyen-dung/nhan-vien-bao-duong-o-to-lam-viec-tai-nhat-ban-luong-34-42-tr-thang-chi-phi-thap-hoc-nhanh-bay-som-j1483271.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,1520,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv63,,https://www.topcv.vn/brand/dc-topcv-xuat-khau-lao-dong-nhat-ban/tuyen-dung/nhan-vien-lap-rap-linh-kien-dien-tu-lam-viec-tai-nhat-ban-luong-34-42-tr-thang-chi-phi-thap-hoc-nhanh-bay-som-j1483250.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,1520,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv64,,https://www.topcv.vn/brand/dc-topcv-xuat-khau-lao-dong-nhat-ban/tuyen-dung/nhan-vien-che-bien-thuc-pham-lam-viec-tai-nhat-ban-luong-34-42-tr-thang-chi-phi-thap-hoc-nhanh-bay-som-j1483239.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,1520,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv65,,https://www.topcv.vn/brand/dc-topcv-xuat-khau-lao-dong-nhat-ban/tuyen-dung/nhan-vien-ve-sinh-toa-nha-lam-viec-tai-nhat-ban-luong-34-42-tr-thang-chi-phi-thap-co-hoi-dinh-cu-lau-dai-j1483192.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,1520,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv66,,https://www.topcv.vn/brand/dc-topcv-xuat-khau-lao-dong-nhat-ban/tuyen-dung/dieu-duong-vien-lam-viec-tai-nhat-ban-luong-31-34-tr-thang-chi-phi-thap-co-hoi-dinh-cu-lau-dai-j1483166.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,1300,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv67,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/ky-thuat-vien-dien-lam-viec-tai-duc-thu-nhap-70-90tr-thang-co-hoi-dinh-cu-lau-dai-du-hoc-nghe-duc-j1468878.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3200,1,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv68,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/nhan-vien-phuc-vu-nha-hang-lam-viec-tai-duc-thu-nhap-70-90tr-thang-co-hoi-dinh-cu-lau-dai-du-hoc-nghe-duc-j1468809.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3200,1,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv69,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/tho-co-khi-van-hanh-may-lam-viec-tai-duc-thu-nhap-70-90tr-thang-co-hoi-dinh-cu-lau-dai-du-hoc-nghe-duc-j1468797.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3200,1,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv70,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/nhan-vien-kho-van-logistics-lam-viec-tai-duc-thu-nhap-70-90tr-thang-co-hoi-dinh-cu-lau-dai-du-hoc-nghe-duc-j1468782.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3200,1,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv71,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/ky-thuat-vien-sua-chua-o-to-lam-viec-tai-duc-thu-nhap-70-90tr-thang-co-hoi-dinh-cu-lau-dai-du-hoc-nghe-duc-j1468637.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3200,1,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv72,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/tho-lam-banh-lam-viec-tai-duc-thu-nhap-70-90tr-thang-co-hoi-dinh-cu-lau-dai-du-hoc-nghe-duc-j1468618.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3200,1,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv73,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/nhan-vien-thu-ngan-lam-viec-tai-duc-thu-nhap-70-90tr-thang-co-hoi-dinh-cu-lau-dai-du-hoc-nghe-duc-j1468599.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3200,1,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv74,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/dieu-duong-vien-lam-viec-tai-duc-thu-nhap-75-110tr-thang-y-c-tot-nghiep-thpt-du-hoc-nghe-duc-j1468569.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3700,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv75,,https://www.topcv.vn/brand/avt-topcv-du-hoc-nghe-duc/tuyen-dung/nhan-vien-phuc-vu-nha-hang-khach-san-lam-viec-tai-duc-thu-nhap-70-90tr-thang-y-c-tot-nghiep-thpt-du-hoc-nghe-duc-j1468550.html?ta_source=JobSearchList_LinkDetail&u_sr_id=1dYID7ZTYGdV5cCl9MPbgJFBq7d3jQq59Fr2fndA_1731073488,,,,2024-11-08 0:00,,3200,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv76,"- Hồ Chí Minh: 13 Đặng Tất, Phường Tân Định, Quận 1",https://www.topcv.vn/viec-lam/sales-support-executive-di-lam-ngay/1525740.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KG9aynbci5KFCIi5eCLruI2UIAbPaww2D6kiVIXV_1731073471,Sales Support,Công ty Cổ phần Seadent,https://www.topcv.vn/cong-ty/cong-ty-co-phan-seadent/10420.html,2024-11-08 0:00,2024-11-08 0:00,480,2,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Sales Admin/Sales Support, Sales Admin/Sales Support/Sales Associate",#NAME?,"- Quản lí dữ liệu khách hàng trên hệ thống., - Soạn thảo và lưu trữ các hồ sơ kinh doanh của Bộ phận (bao gồm báo giá, hồ sơ thầu, hợp đồng, ...)., - Tiếp nhận và xử lí đơn hàng trên phần mềm (xuất đơn bán hàng)., - Tổng hợp, theo dõi và phối hợp với các Chuyên viên Phát triển kinh doanh thu hồi công nợ., - Phối hợp với các phòng ban khác (Kế toán, Marketing, Kho, Kỹ thuật) để đảm bảo quá trình bán hàng diễn ra suôn sẻ., - Tổng hợp số liệu, thực hiện các báo cáo định kỳ hoặc theo yêu cầu phát sinh của cấp Quản lý.","- Tốt nghiệp Đại học các chuyên ngành Kinh tế, Quản trị kinh doanh hoặc các chuyên ngành liên quan., - Có kinh nghiệm ở vị trí tương đương ít nhất từ 2 năm trở lên., - Thành thạo Microsoft Office (đặc biệt là Excel)., - Có khả năng sử dụng các phần mềm bán hàng, phần mềm kế toán và các hệ thống CRM (đặc biệt đã từng sử dụng Salesforce và Amis là một lợi thế)., - Kỹ năng giao tiếp tốt., - Có khả năng làm việc multitask và chịu được áp lực cao., - Cẩn thận, tỉ mỉ, có trách nhiệm trong công việc.",Ho Chi Minh,TopCV,,
tcv77,"- Hà Nội: 172 Âu Cơ, Tây Hồ",https://www.topcv.vn/viec-lam/truong-phong-marketing-luong-thuong-hap-dan-tai-au-co-ha-noi/1527274.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KG9aynbci5KFCIi5eCLruI2UIAbPaww2D6kiVIXV_1731073471,Trưởng Phòng Marketing,CÔNG TY CỔ PHẦN PANACEA VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-co-phan-panacea-viet-nam/170887.html,2024-11-08 0:00,2024-11-08 0:00,800,1,Nhân viên,Marketing/PR/Quảng cáo,"Marketing/PR/Quảng cáo, Marketing, Chuyên môn Marketing (generalist)","- Thu nhập 15-25tr ( Offer theo năng lực kinh nghiệm). - Thưởng KPI: Theo tỷ lệ % đạt KPI và doanh thu, chi tiết trao đổi khi phỏng vấn. - Các chế độ khác theo quy định của nhà nước. - Môi trường làm việc trẻ trung, năng động, có cơ hội phát triển và thăng tiến cao. - Được nghỉ Lễ, Tết theo lịch quy định; Quà Lễ, Tết theo chính sách Công ty. . . . ","- Xây dựng và quản lý đội ngũ Marketing online, đảm bảo đạt được các mục tiêu kinh doanh đã đề ra ( trọng tâm là chuyển đổi trên nền tảng Ecom - FB - Tiktok), - Nghiên cứu thị trường, phân tích đối thủ cạnh tranh và xác định khách hàng mục tiêu., - Lên kế hoạch và thực thi các chiến lược, kế hoạch kinh doanh trên nền tảng Online, thúc đẩy tăng trưởng và doanh số cho công ty., - Đánh giá hiệu quả các chiến dịch Marketing và điều chỉnh cho phù hợp để tối đa hóa ROI., - Theo dõi các chỉ số kinh doanh chính (KPI) và báo cáo về hiệu suất của phòng Marketing., - Giám sát các xu hướng trong ngành và công nghệ mới để duy trì lợi thế cạnh tranh., - Phối hợp với các bộ phận khác trong công ty để đảm bảo sự liên kết trong các hoạt động kinh doanh., - Phát triển các công cụ truyền thông của công ty: Website, bộ nhận diện thương hiệu, bản tin nội bộ..., - Quản trị các kênh bán hàng trực tuyến đến người tiêu dùng/người mua cuối., - Lập kế hoạch marketing theo mục tiêu và định hướng của công ty","- Tối thiểu 01 năm kinh nghiệm ở vị trí tương đương, - Có thế mạnh phát triển và quản lý, - Am hiểu về thị trường thương mại điện tử là lợi thế, - Có kinh nghiệm quản lý, sử dụng ngân sách chạy MKT, am hiểu các chỉ số đo lường trong Marketing Online., - Có khả năng nhận diện khách hàng mục tiêu, lên kế hoạch và dẫn dắt các chiến dịch marketing theo hướng thu hút, sáng tạo..., - Có khả năng phân tích dữ liệu, hiểu rõ về các công cụ và kỹ thuật phân tích web., - Giao tiếp tốt, có kỹ năng thuyết phục và kỹ năng đàm phán., - Khả năng làm việc độc lập và chịu áp lực cao.",Ha Noi,TopCV,,
tcv78,"- Hải Dương: Công ty cổ phần Điện nước lắp máy Hải Phòng – Chi nhánh Ecopark Hải Dương, địa chỉ số 94 Hải An, KĐT Ecopark Hải Dương, Phường Hải Tân, TP Hải Dương",https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-tai-chi-nhanh-ecopark-hai-duong-luong-tu-9-trieu-tro-len-thoa-thuan-theo-nang-luc-di-lam-ngay/1524447.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KG9aynbci5KFCIi5eCLruI2UIAbPaww2D6kiVIXV_1731073471,Nhân Viên Kế Toán,CÔNG TY CỔ PHẦN ĐIỆN NƯỚC LẮP MÁY HẢI PHÒNG,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dien-nuoc-lap-may-hai-phong/177375.html,2024-11-08 0:00,2024-11-08 0:00,360,1,Nhân viên,Kế toán/Kiểm toán/Thuế,"Kế toán/Kiểm toán/Thuế, Kế toán, Kế toán nội bộ","- Lương tháng: Từ 9.000.000,đ/tháng hoặc thoả thuận theo kinh nghiệm (nếu có).. - Tháng lương thứ 13 + Lương ngày Lễ Tết và thưởng cuối năm theo kết quả hoạt động kinh doanh của Công ty.. - Được hưởng đầy đủ chế độ nhà nước về BHXH, BHYT, BHTN. - Thưởng lễ, tết, ngày thành lập DN...... - Môi trường làm việc thoải mái, cơ hội thăng tiến, gắng bó lâu dài.. - Tham quan, du lịch, nghỉ dưỡng, hội nghị, hội thảo.... - Công ty hỗ trợ kinh phí đào tạo nâng cao trình độ chuyên môn, nghiệp vụ.","- Hạch toán các nghiệp vụ kinh tế phát sinh vào phần mềm kế toán., - Đôn đốc, theo dõi chi tiết công nợ phải thu của khách hàng., - Làm các báo cáo theo tháng, quý, các báo cáo khác theo yêu cầu quản trị của Công ty và Chi nhánh., - Các công việc khác: Theo sự phân công của Giám đốc Chi nhánh.","- Chăm chỉ, cẩn thận, trung thực., - Tốt nghiệp đại học/cao đẳng chuyên ngành kế toán doanh nghiệp hoặc chuyên ngành có liên quan., - Có kinh nghiệm làm từ 01 năm trở lên ở vị trí Kế toán, - Sử dụng thành thạo Excel, Word, phần mềm kế toán 3Tsort (là 1 lợi thế).",Hai Duong,TopCV,,
tcv79,"- Hà Nội: Tòa nhà Pax Sky - số 63 -65 Ngô Thì Nhậm, Hai Bà Trưng",https://www.topcv.vn/viec-lam/junior-devops-engineer-linux-english/1526584.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KG9aynbci5KFCIi5eCLruI2UIAbPaww2D6kiVIXV_1731073471,DevOps Engineer,Công ty Cổ phần Chứng khoán DNSE,https://www.topcv.vn/cong-ty/cong-ty-co-phan-chung-khoan-dnse/70916.html,2024-11-08 0:00,2024-11-08 0:00,0,1,Nhân viên,Công nghệ Thông tin,"Công nghệ Thông tin, IT Infrastructure and Operations, DevOps Engineer, Việc làm IT",,,,Ha Noi,TopCV,,
tcv80,"- Hồ Chí Minh: 103A-105-107 Nguyễn Thông, Phường 9, Quận 3",https://www.topcv.vn/viec-lam/thong-dich-vien-tieng-nhat-it-communicator-it-comtor-hybird/1520237.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KG9aynbci5KFCIi5eCLruI2UIAbPaww2D6kiVIXV_1731073471,Thông Dịch Viên,CÔNG TY TNHH JV-IT TECHS,https://www.topcv.vn/cong-ty/cong-ty-tnhh-jv-it-techs/169274.html,2024-11-08 0:00,2024-11-08 0:00,1000,2,Nhân viên,Công nghệ Thông tin,"Công nghệ Thông tin, IT Project Management, IT Project Manager, Việc làm IT","- Thường xuyên có Workshop đào tạo những kiến thức theo yêu cầu từ nhân viên, lớp WS do các Leader, PM, CTO hoặc các giảng viên nổi tiếng trong lĩnh vực về giảng dạy.. - Chế độ lương - thưởng: Mức lương cạnh tranh & hấp dẫn, Lương tháng 13.. - Đánh giá năng lực, xem xét điều chỉnh lương 1 lần 1 năm.. . - Phép thâm niên.. - Tham gia các hoạt động tập thể sôi động của Công ty: Company trip, Team Building,v..v... - Ngoài ra có: quà sinh nhật .... - Môi trường làm việc OPEN, sẵn sàng đón nhận ý kiến từ tất cả nhân viên, thân thiện, năng động, đa dạng và thăng tiến.. - Được training những kỹ thuật mới & khó khi bắt đầu tham gia làm việc tại công ty.. - Cơ hội thăng tiến hấp dẫn và sẽ được làm việc trực tiếp với kỹ sư Nhật Bản, được học hỏi cách làm việc chuyên nghiệp sản xuất sản phẩm chất lượng cao của Nhật.. - Không gian làm việc xanh-sạch-năng động cùng trang thiết bị làm việc luôn được cập nhật mới nhất.","- Đảm nhận vị trí liên lạc đối ứng giao tiếp với khách hàng Nhật., - Có thể meeting online (Skype,...) với khách hàng Nhật., - Trao đổi thông tin qua chat, QA với khách hàng Nhật., - Soạn thảo văn bản báo cáo tuần weekly report, report, requirement define của dự án., - Thông dịch, truyền đạt nội dung với các developer leader người Việt., - Support báo cáo, thông dịch, phiên dịch tình hình công việc cho sếp người Nhật., - Quản lý tiến schedule dự án, quản lý tiến độ task.","- Tiếng nhật N2, có N1 là một lợi thế., - Có kinh nghiệm làm việc trong ngành công nghệ thông tin trên 2 năm., - Chủ động, khả năng làm việc độc lập, quản lý và sắp xếp công việc khoa học., - Khả năng làm việc nhóm tốt, chịu được áp lực và nhịp độ làm việc cao., - Cẩn thận, tác phong nhanh nhẹn., - Có kiến thức tốt trong lĩnh vực IT.",Ho Chi Minh,TopCV,,
tcv81,"- Hà Nội: Số 77 ngách 264/21 Âu Cơ, Phường Nhật Tân, Tây Hồ",https://www.topcv.vn/viec-lam/ke-toan-tong-hop-3-nam-kinh-nghiem-tay-ho-ha-noi/1517295.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KG9aynbci5KFCIi5eCLruI2UIAbPaww2D6kiVIXV_1731073471,Kế Toán Tổng Hợp,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ TRƯỜNG PHÚC,https://www.topcv.vn/cong-ty/cong-ty-tnhh-thuong-mai-va-dau-tu-truong-phuc/179821.html,2024-11-08 0:00,2024-11-08 0:00,480,3,Nhân viên,Kế toán/Kiểm toán/Thuế,"Kế toán/Kiểm toán/Thuế, Kế toán, Kế toán tổng hợp",,,,Ha Noi,TopCV,,
tcv82,"- Hà Nội: 373 Vũ Tông Phan, Thanh Xuân",https://www.topcv.vn/viec-lam/content-social-media-specialist/1527960.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KG9aynbci5KFCIi5eCLruI2UIAbPaww2D6kiVIXV_1731073471,Content,CÔNG TY TNHH OZEN VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-ozen-viet-nam/184763.html,2024-11-08 0:00,2024-11-08 0:00,540,2,Nhân viên,Marketing/PR/Quảng cáo,"Marketing/PR/Quảng cáo, Content Marketing, Content Creator",,"Content Social Media Specialist sẽ chịu trách nhiệm tạo và viết kịch bản cho các video ngắn (dưới 60 giây) để xây dựng và phát triển kênh nhân hiệu cá nhân. Mục tiêu là truyền tải thông điệp rõ ràng, tạo sự kết nối và truyền cảm hứng thông qua nội dung ngắn gọn, cuốn hút., Tối ưu hóa kịch bản để tăng cường tương tác và giữ chân người xem.",,Ha Noi,TopCV,,
