id,address,url,title,company_name,company_url,time_update,time_expire,salary,exp,job_level,group_job,job_type,benefit,job_des,job_req,city,web,EcoRegion,Region
tcv0,,https://www.topcv.vn/brand/ctycpdatxanhmiennam/tuyen-dung/nhan-vien-tu-van-can-ho-kinh-doanh-bat-dong-san-ho-tro-data-marketing-khong-yeu-cau-kinh-nghiem-luong-cung-9tr-30tr-hoa-hong-50-100tr-thuong-phong-van-di-lam-ngay-j1226427.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,,,,2024-11-08 0:00,,2600,0,Nhân viên,Not Show,Not Show,,,,,TopCV,,
tcv1,"- Hà Nội: số 12A- TT8, Khu đô thị Foresa 3, Xuân Phương, Nam Từ Liêm",https://www.topcv.vn/viec-lam/ke-toan-tong-hop-tu-2-nam-kinh-nghiem-tai-nam-tu-liem-ha-noi-thu-nhap-hap-dan-di-lam-ngay/1528984.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Kế Toán Tổng Hợp,Công ty cổ phần dược thảo tinh hoa- Herbest,https://www.topcv.vn/cong-ty/cong-ty-co-phan-duoc-thao-tinh-hoa-herbest/94758.html,2024-11-08 0:00,2024-11-08 0:00,400,2,Nhân viên,Kế toán/Kiểm toán/Thuế,"Kế toán/Kiểm toán/Thuế, Kế toán, Kế toán tổng hợp",,,,Ha Noi,TopCV,,
tcv2,"- Hà Nội: (Học Viện Nông Nghiệp) Căn TT13-07, ngõ 35, phố Cửu Việt, Thị Trấn Trâu Quỳ, Gia Lâm",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-nhan-vien-tu-van-thu-nhap-upto-25-trieu-khong-yeu-cau-kinh-nghiem/1517357.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Nhân Viên Tư Vấn,CÔNG TY CỔ PHẦN HLC HÀ NỘI,https://www.topcv.vn/cong-ty/cong-ty-co-phan-hlc-ha-noi/200209.html,2024-11-08 0:00,2024-11-08 0:00,1000,0,Nhân viên,Năng lượng/Môi trường/Nông nghiệp,"Năng lượng/Môi trường/Nông nghiệp, Nông/Lâm/Ngư nghiệp, Chuyên môn Nông/Lâm/Ngư nghiệp khác",,,"- Tốt nghiệp Đại học chuyên ngành Nông nghiệp, Trồng trọt, Công nghệ sinh học hoặc các ngành nghề liên quan., - Đam mê công việc, nhiệt tình, hoà đồng",Ha Noi & 2 noi khac,TopCV,,
tcv3,"- Hà Nội: Lê Đôn Complex, Số 20-21 Lô A, KĐTM Đại Kim, Định Công, Hoàng Mai",https://www.topcv.vn/viec-lam/truong-nhom-tiktok-ads-luong-20-30-trieu/1524894.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Trưởng Nhóm,Công ty TNHH BUMAS,https://www.topcv.vn/cong-ty/cong-ty-tnhh-bumas/91978.html,2024-11-08 0:00,2024-11-08 0:00,1000,1,Trưởng nhóm,Marketing/PR/Quảng cáo,"Marketing/PR/Quảng cáo, Digital Marketing, Facebook Ads",,,,Ha Noi,TopCV,,
tcv4,"- Hà Nội: 57.LouisXII - LK45, Khu đô thị mới Hoàng Văn Thụ, Phường Yên Sở, Hoàng Mai",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-moi-truong-luong-tu-10-trieu-tai-ha-noi/1390677.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Nhân Viên Tư Vấn,CÔNG TY TNHH MÁY VÀ THIẾT BỊ CÔNG NGHIỆP HOÁ CHẤT - MÔI TRƯỜNG MECIE,https://www.topcv.vn/cong-ty/cong-ty-tnhh-may-va-thiet-bi-cong-nghiep-hoa-chat-moi-truong-mecie/112664.html,2024-11-08 0:00,2024-11-08 0:00,400,1,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Sales Kỹ thuật (Sales Engineer), Sales Kỹ thuật khác",,,,Ha Noi,TopCV,,
tcv5,"- Hồ Chí Minh: Phú Mỹ Hưng, Quận 7",https://www.topcv.vn/viec-lam/chuyen-vien-ke-toan-vi-dien-tu-biet-tieng-han-thu-nhap-den-30m-tai-quan-7/1527813.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Chuyên Viên Kế Toán,CÔNG TY TNHH PAYDA VN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-payda-vn/199780.html,2024-11-08 0:00,2024-11-08 0:00,1040,2,Nhân viên,Kế toán/Kiểm toán/Thuế,"Kế toán/Kiểm toán/Thuế, Kế toán, Kế toán tài chính",,,,Ho Chi Minh,TopCV,,
tcv6,#NAME?,https://www.topcv.vn/viec-lam/pho-phong-kiem-tra-chat-luong-manager-qc-nganh-duoc-duoc-pham-tai-lam-dong-tieng-anh-thanh-thao/1488780.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,QC,CÔNG TY CỔ PHẦN CÔNG NGHỆ SINH HỌC DƯỢC NANOGEN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-sinh-hoc-duoc-nanogen/163538.html,2024-11-08 0:00,2024-11-08 0:00,0,3,Trưởng/Phó phòng,Dược/Y tế/Sức khoẻ/Công nghệ sinh học,"Dược/Y tế/Sức khoẻ/Công nghệ sinh học, Dược phẩm/Công nghệ sinh học, Chuyên môn Dược phẩm/Công nghệ sinh học khác","- Thu nhập hấp dẫn tương xứng với năng lực của ứng viên (thỏa thuận khi phỏng vấn). - Nghỉ thứ 7 và chủ nhật. - Làm việc trong môi trường chuyên nghiệp, thân thiện. - Lương tháng 13. - Chế độ phúc lợi theo quy định chung của công ty","- Quản lý hoạt động bộ phận Kiểm tra chât lượng (QC) theo tiêu chuẩn GMP, GLP (WHO và EU-GMP), -   Làm việc trong công ty sản xuất dược phẩm / sản xuất thuốc tiêm / dịch truyền., -  Có kiến thức sâu sắc về GLP, - Đánh giá nội bộ.","- Tốt nghiệp Đại học chuyên ngành dược, hóa học, sinh học..., - Ít nhất 03 năm kinh nghiệm ở bộ phận QC và 03 năm cấp quản lý, - Nắm vững các quy định, chính sách của pháp luật và của Công ty về nhiệm vụ được giao., - Có hiểu biết về nguyên tắc cơ chế quản lý chất lượng, - Nắm được cơ cấu tổ chức, chức năng, nhiệm vụ của Công ty và các đơn vị trực thuộc, - Có kỹ năng tổng hợp, xây dựng các kế hoạch, báo cáo, - Sử dụng thành thạo máy móc thiết bị chuyên ngành kiểm tra chất lượng., - Có kỹ năng đào tạo",Lam Dong,TopCV,,
tcv7,#NAME?,https://www.topcv.vn/viec-lam/tro-ly-cua-hang-ga-ran-popeyes-thu-nhap-tu-8-10-trieu-thang/1520363.html?ta_source=JobSearchList_LinkDetail&u_sr_id=tJfCD3egqTiYgfxGsMVBEkEvhnGntIoy2zMPBiZd_1731073379,Trợ Lý Cửa Hàng,CÔNG TY TNHH DỊCH VỤ THỰC PHẨM VÀ GIẢI KHÁT VIỆT NAM (VFBS),https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-thuc-pham-va-giai-khat-viet-nam-vfbs/159555.html,2024-11-08 0:00,2024-11-08 0:00,360,1,Quản lý / Giám sát,Nhà hàng/Khách sạn/Du lịch,"Nhà hàng/Khách sạn/Du lịch, Nhà hàng/Dịch vụ ăn uống, Quản lý nhà hàng","- Mức thu nhập hấp dẫn 8 - 10.000.000đ + thưởng doanh số + incharge cửa hàng + phụ cấp ăn ca, điện thoại. - Môi trường làm việc năng động. - Lộ trình thăng tiến rõ ràng (từ 3-6 tháng test năng lực). - Chế độ BHXH, BHYT đầy đủ, tham gia các khóa đào tạo kỹ năng / chuyên môn -. - Thưởng lễ, tết, trung thu, tháng lương 13, teambuilding....","- Order hàng hoá, cân đối và kiểm soát hàng hoá tại cửa hàng, - Tiếp nhận hàng hoá, công cụ dụng cụ và đánh giá chất lượng, - Vận hành ca, - Phỏng vấn, đào tạo nhân viên trong cửa hàng, - Tiếp nhận xử lý các vấn đề phát sinh trong ca làm việc, giải đáp thắc mắc khách hàng, - Làm cáo cáo tuần / tháng/ quý cho CHT","- Hiểu biết về ngành thực phẩm / nhà hàng, - Kỹ năng quản lý tốt, học hỏi nhanh., - Có khả năng làm việc theo nhóm, - Chăm chỉ, trung thực, có trách nhiệm trong công việc., - Lịch làm việc linh hoạt.",Ha Noi,TopCV,,
tcv8,#NAME?,https://www.topcv.vn/viec-lam/trinh-duoc-vien-thau-etc-lao-cai/1517974.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,Trình Dược Viên,CÔNG TY TNHH DKSH VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-tnhh-dksh-viet-nam/124904.html,2024-11-08 0:00,2024-11-08 0:00,0,2,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Dược/Y tế/Sức khoẻ/Công nghệ sinh học, Sales Dược/Y tế/Sức khoẻ/Làm đẹp, Trình dược viên",,,,Lao Cai,TopCV,,
tcv9,"- Hà Nội: Toà Ocean Park số 1 Đào Duy Anh, Đống Đa",https://www.topcv.vn/viec-lam/nhan-vien-giao-nhan-xuat-nhap-khau-tai-dong-da-ha-noi-luong-co-ban-15-trieu-thang-thuong-biet-tieng-nhat/1527177.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,Nhân Viên Giao Nhận Xuất Nhập Khẩu,CÔNG TY TNHH NISSIN LOGISTICS (VN),https://www.topcv.vn/cong-ty/cong-ty-tnhh-nissin-logistics-vn/100668.html,2024-11-08 0:00,2024-11-08 0:00,460,1,Nhân viên,Logistics/Thu mua/Kho/Tài xế,"Logistics/Thu mua/Kho/Tài xế, Logistics/Vận tải, Chuyên môn Xuất nhập khẩu/Logistics",,,,Ha Noi,TopCV,,
tcv10,"- Hồ Chí Minh: Số 60 đường số 05, KDC Him Lam, P. Tân Hưng, Quận 7, TP. HCM, Quận 7",https://www.topcv.vn/viec-lam/senior-business-development-leader/1323149.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,Business Development Leader,Công ty TNHH Rivico,https://www.topcv.vn/cong-ty/cong-ty-tnhh-rivico/93950.html,2024-11-08 0:00,2024-11-08 0:00,900,2,Trưởng nhóm,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Marketing/PR/Quảng cáo, Kinh doanh/Bán hàng khác, Marketing/PR/Quảng cáo khác, Sales Marketing",,,,Ho Chi Minh,TopCV,,
tcv11,"- Hồ Chí Minh: Toà nhà QTSC 1 TẦNG 4 - Công Viên Phần Mền Quang Trung - P. Tân Chánh Hiệp, Quận 12",https://www.topcv.vn/viec-lam/e-commerce-analytics-tag-management-specialist/1518620.html?ta_source=JobSearchList_LinkDetail&u_sr_id=Jgt11snWhFo5mJ7is9GNDKT0dUIPvTccuwh0ryeJ_1731073398,,Công ty TNHH Concentrix Service Vietnam,https://www.topcv.vn/cong-ty/cong-ty-tnhh-concentrix-service-vietnam/23744.html,2024-11-08 0:00,2024-11-08 0:00,0,1,Nhân viên,Marketing/PR/Quảng cáo,"Marketing/PR/Quảng cáo, Digital Marketing, Chuyên môn Digital Marketing","Benefits:. •	Opportunities for training and mentorship.. •	A chance to kickstart your career in digital analytics and quality assurance.. •	A dynamic and supportive work environment.. Salary: negotiable. If you are a motivated individual who is eager to learn and contribute to our team, we encourage you to apply.","•	Evaluate Jira Tickets: Assess incoming Jira tickets to ensure requests meet current policies, standards, and workflows., •	Tag and Rule Management: Use Adobe Launch to manage tags and rules effectively., •	Debugging and Verification: Utilize debugging tools to confirm that tags and rules are functioning as intended., Working time:, • Working time: 5 days/week (any 2 days off)., • Shift: Rotate 24/7 (according to the arrangement of the team leader), Shift 1: 08:00 – 17:00, Shift 2: 16:00 – 01:00 (remote), Shift 3: 00:00 – 09:00 (remote)","Your background and skills:, •	Excellent English written and verbal communication skills., •	Knowledgeable in Jira and Confluence for project and task management, with familiarity in other task management tools., •	Experienced in Tag Management Platforms such as Adobe Launch and Google Tag Manager (GTM),), •	Eexperience with data analysis system (Adobe Analytics, Google Analytics), •	Experienced with web-tag debugging and testing tools such as omnibug, fiddler and Adobe Experience Platform Debugger etc., It's a big plus if you:, •	Have experience in using Javascript, HTML., •	Have knowledge of IT development",Ho Chi Minh,TopCV,,
tcv12,"- Hồ Chí Minh: TM12, CTL Tower, Đường D8, phường Tân Thới Nhất, quận 12, TP. HCM, Quận 12",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phat-trien-thuong-mai-dien-tu-tai-q12-thu-nhap-hap-dan-thuong-doanh-so/1470713.html?ta_source=JobSearchList_LinkDetail&u_sr_id=goxIC2Rg3JxlaCVMtiBEyAsl7tYtuzHqSxEJLOUM_1731073416,Nhân Viên Kinh Doanh,HeLiCorp,https://www.topcv.vn/cong-ty/helicorp/154685.html,2024-11-08 0:00,2024-11-08 0:00,320,1,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Sales Thương mại điện tử, Kinh doanh sàn thương mại điện tử",,,,Ho Chi Minh,TopCV,,
tcv13,"- Nghệ An: Số 34, Nguyễn Sỹ Sách, TP Vinh",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-phan-mem-sale-it-cntt/1266303.html?ta_source=JobSearchList_LinkDetail&u_sr_id=goxIC2Rg3JxlaCVMtiBEyAsl7tYtuzHqSxEJLOUM_1731073416,Chuyên Viên Kinh Doanh,Công ty Dịch vụ MobiFone Khu vực 6 – CN Tổng Công ty Viễn thông MobiFone,https://www.topcv.vn/cong-ty/cong-ty-dich-vu-mobifone-khu-vuc-6-cn-tong-cong-ty-vien-thong-mobifone/200976.html,2024-11-08 0:00,2024-11-08 0:00,600,1,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Công nghệ Thông tin, Sales IT Phần mềm, Kinh doanh phần mềm, Việc làm IT","- Tổng thu nhập (Gross): lên đến 250 triệu/năm, bao gồm các khoản:. + Lương thực nhận hàng tháng (Sau khi đã trừ tất cả các khoản thuế, bảo hiểm,...): dự kiến 10tr triệu/tháng, Tiền ăn ca: 44.000 VND/Công (Trả cùng lương hàng tháng).. + Các khoản thưởng (Lễ, Tết, Thành lập Công ty, thành lập TCT, thưởng kết quả hoạt động SXKD....), tiền ăn ca, nghỉ mát, du xuân,.... - Xét tăng lương hàng năm.. - Tham gia các chương trình bảo hiểm sức khoẻ tại các Công ty Bảo hiểm lớn, có uy tín (Bảo Minh, Bảo hiểm hàng không, PVI,...).. - Hỗ trợ lệ phí thi các chứng chỉ quốc tế.. - Được tham gia các khóa đào tạo trong và ngoài nước để nâng cao kiến thức, chuyên môn.. - Hỗ trợ chi phí viết đề tài, sáng kiến.. - Được hưởng chế độ điện thoại liên lạc nghiệp vụ cho CBCNV (410.000/tháng) và các chế độ ưu đãi khi sử dụng các dịch vụ của MobiFone.. - Được học tập và làm việc trong môi trường làm việc thân thiện, chia sẻ.. - Thời gian làm việc: Từ thứ 2 – Thứ 6, nghỉ thứ 7, CN.. - HÌNH THỨC ỨNG TUYỂN: Ứng viên có thể lựa chọn các cách ứng tuyển sau:. - Nộp trực tiếp:. 1. Nộp tại Phòng Tổng hợp, Công ty Dịch vụ MobiFone Khu vực 6, Số 34 đường Nguyễn Sỹ Sách, thành phố Vinh, tỉnh Nghệ An.. 2. Nộp tại Các Mobifone tỉnh:. + MobiFone Thanh Hóa: Số 87,88 Dương Đình Nghệ, TP Thanh Hóa.. + MobiFone Hà Tĩnh: Số 161, Trần Phú, TP Hà Tĩnh. + MobiFone Quảng Bình: Số 23 Lý Thường Kiệt, TP Đồng Hới, Quảng Bình. - Nộp online: Hồ sơ bản mềm gồm Bản CV bằng tiếng Việt, mô tả rõ quá trình học tập và kinh nghiệm công tác (theo mẫu)",,,"Nghe An, Thanh Hoa",TopCV,,
tcv14,#NAME?,https://www.topcv.vn/viec-lam/microsoft-support-engineer-crm-erp-software-thu-nhap-hap-dan/1387005.html?ta_source=JobSearchList_LinkDetail&u_sr_id=goxIC2Rg3JxlaCVMtiBEyAsl7tYtuzHqSxEJLOUM_1731073416,Engineer,Tek Experts Vietnam,https://www.topcv.vn/cong-ty/tek-experts-vietnam/21670.html,2024-11-08 0:00,2024-11-08 0:00,0,2,Nhân viên,Công nghệ Thông tin,"Công nghệ Thông tin, Công nghệ thông tin khác, IT Consultant, Việc làm IT","1. Lương, thưởng, bảo hiểm:. - Được nhận 100% lương trong thời gian On Job Training. - Được đóng bảo hiểm trên 100% lương. - Được nhận Performance bonus/KPI bonus hàng quý và cuối năm. - Bảo hiểm sức khỏe PTI (hiện tại điều trị ngoại trú lên tới 15 triệu/năm, nội trú lên tới 100 triệu/năm). - Được khám sức khỏe 1 năm/lần tại các bệnh viện lớn. 2. Internal activities:. - Được tham gia nhiều hoạt động nội bộ thú vị: Ngày hội Book Exchange, Tek Experts Family Day, Tek Expert Summer Trip, Giải bóng đá Tek League, Tek Experts Table Tennis Tournament, Year End party,.... 3. Working environment:. - Làm việc 100% với khách hàng nước ngoài, giao tiếp hoàn toàn bằng tiếng Anh. - Đồng nghiệp trẻ trung từ nhiều quốc gia khác nhau, trải nghiệm môi trường đa văn hóa đúng nghĩa. - Văn phòng tọa lạc tại Lotte Center Hanoi với khu 360-panorama city view, pantry Sky Garden cùng với thiết bị làm việc tối tân với 2 màn hình máy tính. . . . . . . . . . . ","Là đối tác chính thức của Microsoft tại Việt Nam, Tek Experts đang tìm kiếm Technical Support Engineer - Kỹ sư Hỗ trợ Phần mềm cho các sản phẩm Microsoft Dynamics CRM/ ERP., Tại vị trí này, bạn sẽ đóng vai trò:, - Là đầu mối kỹ thuật chính, cung cấp các giải pháp hỗ trợ người dùng cuối, system admin, solution integrator của các khách hàng doanh nghiệp và đối tác nước ngoài, - Khắc phục sự cố kỹ thuật liên quan tới các sản phẩm phần mềm của Microsoft Dynamics CRM (Customer Relationship Management) và Dynamic ERP (Enterprise Resource Planning), -Bạn sẽ có cơ hội phát triển trong một môi trường có nhịp độ công việc nhanh và đầy thách thức, nơi mọi người đều được trao quyền và cam kết mang lại trải nghiệm khách hàng tốt nhất.","- Bằng cấp ngành IT, Kỹ Thuật. hoặc có các chứng chỉ liên quan (Data/Business Analyst,...)., - Khả năng giao tiếp tiếng Anh tốt (tương đương tối thiểu B2)., - Có hiểu biết cơ bản về Windows Server, Network, IT Troubleshooting., - Tư duy logic tốt, đam mê về công nghệ, phần mềm và sẵn sàng học hỏi., - Đã có hiểu biết hoặc kinh nghiệm sử dụng phần mềm/ ERP, Power App/Automate, Azure Cloud sẽ là một lợi thế lớn.",Ha Noi,TopCV,,
tcv15,#NAME?,https://www.topcv.vn/viec-lam/ky-su-xay-dung-can-bo-ky-thuat-xay-dung-di-lam-ngay-thu-nhap-14-19-trieu-ha-noi/1529829.html?ta_source=JobSearchList_LinkDetail&u_sr_id=goxIC2Rg3JxlaCVMtiBEyAsl7tYtuzHqSxEJLOUM_1731073416,Kỹ Sư,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG ACECONS,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dau-tu-va-xay-dung-acecons/181651.html,2024-11-08 0:00,2024-11-08 0:00,660,1,Nhân viên,Bất động sản/Xây dựng,"Bất động sản/Xây dựng, Quản lý dự án xây dựng, Kỹ sư hiện trường",,,,Ha Noi,TopCV,,
tcv16,"- Hồ Chí Minh:  Lầu 3 - tòa nhà Saigon ICT Tower, phường Tân Chánh Hiệp, Quận 12",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-khong-yeu-cau-kinh-nghiem/1529816.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yODHzYBQpaRDv7DXdHVeS7lrNM7D1LVDMG6ogG3m_1731073434,Tư Vấn,CÔNG TY TNHH TM & DV NINA,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tm-dv-nina/120589.html,2024-11-08 0:00,2024-11-08 0:00,660,0,Nhân viên,Kinh doanh/Bán hàng,"Kinh doanh/Bán hàng, Công nghệ Thông tin, Sales IT Phần mềm, Kinh doanh phần mềm, Việc làm IT","• Cơ hội thăng tiến lên nhóm trưởng và quản lý trong vòng từu 3 -6 tháng. • Thu nhập 8 -25 triệu / tháng + Thưởng. • Được đào tạo các kỹ năng. + Kỹ năng làm việc nhóm. + Kỹ năng giao tiếp. + Kỹ năng bán hàng. + Kỹ năng sắp xếp cv. • Được tìm hiểu, đào tạo về các mảng liên quan đến marketing online: facebook, google map, youtube, photoshop,..... • Môi trường làm việc trẻ trung năng động, nhiệt huyết","• Tìm kiếm, xây dựng, mở rộng quan hệ với các khách hàng (là các cá nhân và tổ chức)., • Tư vấn, giới thiệu đến các khách hàng tiềm năng sử dụng các sản phẩm, dịch vụ quảng cáo trực tuyến trên website từ nguồn data có sẵn., • Đàm phán trực tiếp hoặc online với khách hàng và ký kết các hợp đồng dịch vụ., • Tham gia vào quá trình triển khai website, • Đào tạo, hướng dẫn sử dụng trang website cho khách hàng","• Ưu tiên các bạn sinh viên mới ra trường, các bạn chưa có kinh nghiệm nhưng yêu thích và muốn phát triển theo lĩnh vực này., • Hỗ trợ dấu mộc đối với thực tập sinh, • Độ tuổi từ 20 đến 28., • Có đam mê với ngành kinh doanh online, web, ..., • Chăm chỉ, mong muốn được học hỏi., • Chủ động, nhiệt tình và trách nhiệm với công việc.",Ho Chi Minh,TopCV,,
tcv17,"- Đà Nẵng: 33 Xô Viết Nghệ Tĩnh, phường Hoà Cường Nam, Hải Châu",https://www.topcv.vn/viec-lam/giang-vien-ngon-ngu-anh/1522585.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yODHzYBQpaRDv7DXdHVeS7lrNM7D1LVDMG6ogG3m_1731073434,Giảng Viên,TRƯỜNG ĐẠI HỌC ĐÔNG Á,https://www.topcv.vn/cong-ty/truong-dai-hoc-dong-a/116839.html,2024-11-08 0:00,2024-11-08 0:00,0,2,Nhân viên,Giáo dục/Đào tạo,"Giáo dục/Đào tạo, Giáo viên/Giảng viên/Gia sư, Giáo viên tiếng Anh",,,,"Da Nang, Dak Lak",TopCV,,
tcv18,"- Hà Nội: Tầng 19, tòa nhà Ngọc Khánh, số 1 Phạm Huy Thông, Ba Đình, Hà Nội, Ba Đình",https://www.topcv.vn/viec-lam/ky-su-cap-thoat-nuoc-moi-truong-thu-nhap-len-den-15-trieu-tu-1-nam-kinh-nghiem/1321705.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yODHzYBQpaRDv7DXdHVeS7lrNM7D1LVDMG6ogG3m_1731073434,Kỹ Sư Cấp Thoát Nước,CÔNG TY CP THIẾT BỊ VÀ CÔNG NGHỆ ECO VIỆT NAM,https://www.topcv.vn/cong-ty/cong-ty-cp-thiet-bi-va-cong-nghe-eco-viet-nam/76672.html,2024-11-08 0:00,2024-11-08 0:00,500,1,Nhân viên,Bất động sản/Xây dựng,"Bất động sản/Xây dựng, Thiết kế và Kiến trúc, Kỹ sư cấp thoát nước","- Mức lương: Thỏa thuận khi phỏng vấn. ( Dao động 10-15tr). - Được đào tạo và tạo điều kiện tối đa cho sự phát triển bản thân.. - Được hưởng đầy đủ chế độ lương, thưởng lễ tết, đóng BHXH theo quy định hiện hành của nhà nước.. - Cụ thể trao đổi thêm khi phỏng vấn.","- Giám sát thi công lắp đặt, công tác vận hành chuyển giao công nghệ., - Lập hồ sơ nghiệm thu, hồ sơ hoàn công, hồ sơ thanh quyết toán., - Công việc sẽ trao đổi trực tiếp khi phỏng vấn., - Địa điểm làm việc: Tầng 19, tòa nhà Ngọc Khánh Plaza, số 1 Phạm Huy Thông, Ngọc Khánh, Ba Đình, Hà Nội., - Thời gian thử việc: 01-02 tháng.","- Kinh nghiệm: 1 năm., - Có sức khỏe tốt, khả năng làm việc nhóm, làm việc độc lập., - Tinh thần làm việc chuyên nghiệp, có thái độ cầu thị trong công việc., - Có kỹ năng quản lý thời gian tốt, đảm bảo tiến độ dự án., - Thời gian làm việc: Thứ 2 đến hết thứ 6 hàng tuần.",Ha Noi,TopCV,,
tcv19,"- Hồ Chí Minh: Tòa Nhà PaxSky, 26 Ung Văn Khiêm, Phường 25, Bình Thạnh",https://www.topcv.vn/viec-lam/motion-designer/1518501.html?ta_source=JobSearchList_LinkDetail&u_sr_id=yODHzYBQpaRDv7DXdHVeS7lrNM7D1LVDMG6ogG3m_1731073434,Designer,Công ty TNHH Gameloft,https://www.topcv.vn/cong-ty/cong-ty-tnhh-gameloft/132726.html,2024-11-08 0:00,2024-11-08 0:00,0,2,Nhân viên,Thiết kế,"Thiết kế, Nghệ thuật/Hoạt hình/Game, Chuyên môn Nghệ thuật/Hoạt hình/Game khác",. ,,"Great artistic sensibilities, detail oriented, curious, willing to innovate and explore constantly;, Willingness to learn about game-engine content manipulation;, An online portfolio and/or demo reel is required and must be included with the application.",Ho Chi Minh,TopCV,,
tcv20,"- Hà Nội: KM6+500 Đại Lộ Thăng Long, CCN An Khánh, Hoài Đức, TP. Hà Nội, Hoài Đức",https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-dien-dien-tu-tu-dong-hoa-tai-ha-noi-thu-nhap-8-17-trieu/1523960.html?ta_source=JobSearchList_LinkDetail&u_sr_id=GbEBh9n53bDAu9DdEwDnOAaCTE7EEbZVmAj93TQJ_1731073454,Nhân Viên Kỹ Thuât,CÔNG TY TNHH PHỒN THỊNH - TAE GWANG,https://www.topcv.vn/cong-ty/cong-ty-tnhh-phon-thinh-tae-gwang/142487.html,2024-11-08 0:00,2024-11-08 0:00,500,1,Nhân viên,Sản xuất,"Sản xuất, Thợ kỹ thuật, Thợ điện/Kỹ sư thiết kế điện",,,,Ha Noi,TopCV,,
tcv21,"- Đà Nẵng: 33 Xô Viết Nghệ Tĩnh, Hải Châu",https://www.topcv.vn/viec-lam/giang-vien-khoa-quan-tri-kinh-doanh/1522556.html?ta_source=JobSearchList_LinkDetail&u_sr_id=GbEBh9n53bDAu9DdEwDnOAaCTE7EEbZVmAj93TQJ_1731073454,Giảng Viên,TRƯỜNG ĐẠI HỌC ĐÔNG Á,https://www.topcv.vn/cong-ty/truong-dai-hoc-dong-a/116839.html,2024-11-08 0:00,2024-11-08 0:00,0,2,Nhân viên,Giáo dục/Đào tạo,"Giáo dục/Đào tạo, Giáo viên/Giảng viên/Gia sư, Giáo viên bộ môn khác",,,,"Da Nang, Dak Lak",TopCV,,
